bill,sponsors
HB375,M. Dossett
HB375,C. Morgan
HB376,D. Hale
HB377,J. DeCesare
HB378,J. DeCesare
HB379,J. Richards
HB380,P. Pratt
HB381,J. Kay
HB382,J. Kay
HB383,R. Nelson
HB384,R. Benvenuti III
HB384,M. Prunty
HB385,NA
HB386,J. Kay
HB386,J. Richards
HB387,D. Hale
HB387,J. Richards
HB388,R. Heath
HB388,S. Santoro
HB389,M. Prunty
HB390,M. Prunty
HB391,R. Palumbo
HB391,J. Richards
HB392,R. Rothenburger
HB393,J. Wayne
HB393,M. Marzian
HB394,S. Wells
HB395,D. Elliott
HB396,C. Fugate
HB396,J. Blanton
HB396,D. Bentley
HB396,L. Brown
HB396,R. Palumbo
HB396,B. Reed
HB396,S. Santoro
HB396,A. Wuchner
HB397,S. Santoro
HB398,J. Wayne
HB398,M. Marzian
HB399,J. Blanton
HB399,C. Harris
HB399,L. Brown
HB399,T. Couch
HB399,S. Wells
HB400,D. Osborne
HB400,A. Koenig
HB401,B. Linder
HB401,M. Hart
HB401,DJ Johnson
HB401,R. Palumbo
HB401,M. Prunty
HB401,B. Reed
HB402,R. Bunch
HB402,A. Wuchner
HB402,C. Morgan
HB402,M. Prunty
HB403,P. Pratt
HB404,S. Santoro
HB404,M. Hart
HB405,W. Thomas
HB405,M. Prunty
NA,NA
HB406,J. Blanton
HB407,C. McCoy
HB407,A. Wuchner
HB407,C. Morgan
HB407,M. Prunty
HB407,W. Thomas
HB408,C. McCoy
HB408,J. Blanton
HB408,D. Bentley
HB408,C. Morgan
HB408,M. Prunty
HB408,A. Wuchner
HB409,C. McCoy
HB410,J. DuPlessis
HB410,M. Dossett
HB410,R. Meyer
HB410,J. Petrie
HB411,A. Gentry
HB411,D. Johnson
HB411,A. Simpson
HB412,R. Heath
HB413,A. Koenig
HB413,C. Morgan
HB414,A. Koenig
HB414,C. McCoy
HB414,C. Morgan
HB414,S. Santoro
HB414,A. Simpson
HB415,D. Hale
HB416,NA
HB417,J. Greer
HB417,K. King
HB417,S. Lee
HB417,M. Meredith
HB417,C. Morgan
HB417,B. Reed
HB417,S. Riggs
HB417,S. Santoro
HB417,A. Wuchner
HB418,D. Schamore
HB418,D. Hale
HB418,J. Richards
HB419,M. Marzian
HB420,W. Coursey
HB420,J. Jenkins
HB421,S. Wells
HB422,A. Gentry
HB422,R. Palumbo
HB422,J. DuPlessis
HB422,R. Meyer
HB422,M. Prunty
HB422,D. Schamore
HB422,J. York
HB423,T. Couch
HB423,S. Wells
HB424,T. Couch
HB424,R. Bunch
HB424,C. Fugate
HB424,R. Nelson
HB425,J. York
HB426,S. Lee
HB427,S. Lee
HB427,L. Brown
HB428,C. Fugate
HB429,C. Morgan
HB430,K. Flood
HB431,J. DuPlessis
HB431,K. Bratcher
HB431,M. Hart
HB431,A. Koenig
HB431,J. Miller
HB431,D. Osborne
HB432,J. Miller
HB433,J. Miller
HB434,J. Miller
HB435,J. Miller
HB436,A. Wuchner
HB436,D. Hale
HB437,K. Sinnette
HB438,K. Sinnette
HB439,K. Sinnette
HB440,NA
HB441,K. Sinnette
HB442,K. Sinnette
HB443,R. Mills
HB443,J. Tipton
HB444,J. York
HB444,M. Cantrell
HB444,D. Bentley
HB444,J. Donohue
HB445,NA
HB446,J. Carney
HB447,NA
HB448,D. Johnson
HB449,NA
HB450,S. Riley
HB451,D. Hale
HB451,T. Turner
HB452,L. Bechler
HB453,M. Hart
HB454,J. Shell
HB454,J. Carney
HB454,D. Bentley
HB454,J. Greer
HB454,C. Morgan
HB454,K. Moser
HB454,R. Nelson
HB454,D. Schamore
HB454,A. Wuchner
HB454,J. York
HB455,C. Harris
HB455,A. Hatton
HB455,R. Adkins
HB455,D. Bentley
HB455,J. Blanton
HB455,L. Brown
HB455,T. Couch
HB455,C. Fugate
HB455,R. Nelson
HB455,J. Richards
HB455,K. Sinnette
HB455,J. York
HB456,C. Harris
HB457,J. DeCesare
HB458,J. DeCesare
HB459,J. DeCesare
HB460,J. DeCesare
HB461,J. Hoover
HB462,J. Hoover
HB463,J. Hoover
HB464,J. Hoover
HB464,DJ Johnson
HB464,C. Morgan
HB465,J. Kay
HB465,J. Richards
HB466,J. Kay
HB467,J. Kay
HB468,J. Kay
HB469,J. Hoover
HB470,D. Mayfield
HB470,C. Morgan
HB471,S. Rudy
HB471,R. Bunch
HB471,J. Carney
HB471,T. Couch
HB471,R. Palumbo
HB471,J. Richards
HB471,D. Schamore
HB472,P. Pratt
HB473,J. DeCesare
HB474,NA
HB475,S. Wells
HB475,C. Morgan
HB476,S. Lee
HB477,S. Lee
HB478,J. Richards
HB479,R. Rothenburger
HB480,J. Jenkins
HB480,J. Richards
HB481,M. Hart
HB481,R. Palumbo
HB482,M. Meredith
HB482,M. Hart
HB482,D. Mayfield
HB482,C. Morgan
HB483,M. Cantrell
HB483,J. Jenkins
HB484,S. Riley
HB485,R. Rand
HB486,R. Rand
HB486,J. Richards
HB487,D. Owens
HB487,J. Richards
HB488,NA
HB489,J. Richards
HB490,J. Richards
HB491,K. Upchurch
HB491,B. Reed
HB492,J. Petrie
HB492,R. Mills
HB492,D. Osborne
HB493,J. Petrie
HB494,J. Petrie
HB495,J. York
HB495,R. Bunch
HB495,D. Mayfield
HB495,C. Morgan
HB496,J. York
HB497,R. Adkins
HB497,J. Richards
HB498,T. Moore
HB499,L. Bechler
HB500,L. Bechler
HB501,L. Bechler
HB501,C. Morgan
HB501,B. Reed
HB502,DJ Johnson
HB503,R. Meeks
HB503,S. Westrom
HB504,J. Kay
HB505,J. Kay
HB506,D. Elliott
HB507,J. Shell
HB508,J. Shell
HB509,J. Shell
HB510,J. Wayne
HB511,NA
HB512,NA
HB513,NA
HB514,NA
HB515,J. Shell
HB515,T. Turner
HB516,R. Heath
HB517,M. Prunty
HB518,D. Keene
HB519,D. Keene
HB520,J. Carney
HB520,R. Heath
HB521,J. Carney
HB522,J. Carney
HB522,R. Meeks
HB523,J. Carney
HB524,A. Wuchner
HB524,J. Blanton
HB524,D. Bentley
HB524,M. Cantrell
HB524,M. Hart
HB524,D. Mayfield
HB524,C. Morgan
HB524,M. Prunty
HB524,R. Rothenburger
HB524,S. Westrom
HB525,J. Hoover
HB525,J. Richards
HB526,D. Osborne
HB527,M. Dossett
HB527,J. Tipton
HB528,C. Morgan
HB528,M. Hart
HB528,D. Johnson
HB528,K. King
HB528,S. Wells
HB529,D. Osborne
HB530,D. Osborne
HB531,D. Osborne
HB532,D. Osborne
HB533,D. Osborne
HB534,R. Meeks
HB535,D. Osborne
HB536,D. Osborne
HB537,P. Moffett
HB538,K. Sinnette
HB539,B. Linder
HB540,D. St. Onge
